,Title,sadness,anticipation,Fun,Love
86304,me likey,1.0,1.0,0.0,0.0
86315,lil bit,3.0,3.0,0.0,0.0
86317,wicked,2.0,0.0,0.0,1.0
86324,messy,1.0,5.0,0.0,0.0
86339,glory,5.0,6.0,0.0,0.0
86340,no option,10.0,7.0,0.0,0.0
86348,das cap,4.0,4.0,0.0,0.0
86349,u aint never,1.0,6.0,0.0,0.0
86350,out of the woods,4.0,2.0,0.0,1.0
86360,smoke my dope,3.0,3.0,0.0,0.0
86364,the champion,13.0,14.0,0.0,0.0
86366,testimony,0.0,4.0,0.0,0.0
86367,forget that,2.0,5.0,0.0,0.0
86373,downtowns dead,1.0,1.0,0.0,0.0
86378,love thy enemies,3.0,3.0,0.0,0.0
86379,bag,4.0,1.0,0.0,0.0
86388,nowhere2go,5.0,4.0,0.0,0.0
86389,outshined,1.0,1.0,0.0,0.0
86394,triggered,7.0,4.0,0.0,0.0
86413,pray 4 love,7.0,8.0,0.0,0.0
86414,one way st.,4.0,4.0,0.0,0.0
86415,s.o.s.,0.0,2.0,0.0,1.0
86422,two face,3.0,3.0,0.0,0.0
86426,super predator,5.0,4.0,0.0,0.0
86428,cyanide,6.0,2.0,0.0,0.0
86431,off the wall!,7.0,5.0,0.0,0.0
86442,deeper,0.0,0.0,0.0,0.0
86449,butterflies,2.0,1.0,0.0,0.0
86450,hussle & motivate,5.0,8.0,0.0,0.0
86452,priice tag,1.0,2.0,0.0,0.0
86455,stretch you out,1.0,1.0,0.0,0.0
86461,do i make you wanna,1.0,5.0,0.0,0.0
86462,wobble up,5.0,4.0,0.0,0.0
86466,diamond teeth samurai,8.0,2.0,0.0,0.0
86467,restore the feeling,4.0,2.0,0.0,0.0
86472,i wanna see some ass,2.0,2.0,1.0,0.0
86481,trap trap trap,4.0,3.0,0.0,0.0
86483,blue strips,1.0,2.0,0.0,0.0
86484,clap for em,3.0,3.0,0.0,0.0
86485,exotic,4.0,4.0,0.0,0.0
86486,high today,0.0,8.0,0.0,0.0
86487,moon over mexico,2.0,3.0,0.0,0.0
86488,200 for lunch,3.0,6.0,0.0,0.0
86489,burn the house down,1.0,2.0,0.0,0.0
86492,out tha mud,3.0,3.0,0.0,0.0
86493,i did it,2.0,5.0,0.0,0.0
86503,thief in the night,7.0,3.0,0.0,0.0
86505,break the bank,6.0,12.0,0.0,0.0
86506,better man,2.0,2.0,0.0,0.0
86507,act up,7.0,10.0,0.0,0.0
86511,slow dance in a parking lot,2.0,3.0,0.0,0.0
86522,in a dream,3.0,3.0,0.0,0.0
86528,idols become rivals,14.0,10.0,0.0,0.0
86529,can i kick it,2.0,4.0,0.0,0.0
86530,respect it,8.0,10.0,0.0,0.0
86533,footsteps,7.0,8.0,0.0,1.0
86535,rack of his,2.0,3.0,0.0,0.0
86536,bubble gum,5.0,3.0,1.0,0.0
86539,nonchalant,8.0,2.0,0.0,0.0
86544,purple rain,2.0,1.0,0.0,1.0
86552,missed calls,0.0,3.0,0.0,0.0
86553,ill be fine,5.0,8.0,1.0,0.0
86555,night shift,1.0,1.0,0.0,0.0
86557,speedboat,4.0,6.0,0.0,0.0
86561,simple things,1.0,0.0,0.0,0.0
86566,hot sugar,2.0,5.0,0.0,0.0
86568,bout my business,1.0,7.0,0.0,0.0
86570,fresh air,5.0,1.0,0.0,0.0
86572,apple of my eye,0.0,2.0,0.0,0.0
86573,end of the world,1.0,1.0,0.0,0.0
86574,like i loved you,1.0,3.0,0.0,0.0
86575,pay you back,10.0,7.0,0.0,0.0
86577,74,0.0,2.0,0.0,0.0
86578,sextasy,3.0,8.0,0.0,1.0
86588,6 foot 7 foot,10.0,15.0,0.0,0.0
86602,paid my dues,11.0,7.0,0.0,0.0
86605,ranada,8.0,7.0,0.0,0.0
86607,gassed up,4.0,4.0,0.0,0.0
86609,dnd,8.0,4.0,0.0,0.0
86611,sad tonight,0.0,0.0,0.0,0.0
86612,too cocky,2.0,2.0,0.0,0.0
86613,sex murder party,1.0,2.0,0.0,0.0
86619,drippy,2.0,4.0,0.0,0.0
86620,best i ever had,2.0,7.0,0.0,0.0
86623,family dont matter,6.0,10.0,0.0,0.0
86624,why cant this be love,0.0,1.0,0.0,1.0
86640,dickriders,1.0,5.0,0.0,0.0
86648,otherside of america,10.0,5.0,0.0,0.0
86650,blurred lines,5.0,3.0,0.0,0.0
86652,grave,3.0,2.0,0.0,0.0
86660,im shipping up to boston,1.0,1.0,0.0,0.0
86664,float,4.0,5.0,0.0,0.0
86667,drop a tear,5.0,5.0,0.0,0.0
86669,girl of my dreams,0.0,3.0,0.0,0.0
86670,unsteady,0.0,0.0,0.0,0.0
86679,yours,4.0,4.0,0.0,0.0
86681,tr666,3.0,3.0,0.0,0.0
86686,die a happy man,4.0,5.0,0.0,0.0
86688,returns,1.0,2.0,0.0,1.0
86692,hell is where i dreamt of u and woke up alone,2.0,0.0,0.0,0.0
86693,hello beautiful,1.0,1.0,0.0,0.0
86697,gone girl,2.0,3.0,0.0,1.0
86714,the schuyler sisters,4.0,6.0,0.0,0.0
86723,rover 2.0,5.0,3.0,0.0,0.0
86735,welcome back,0.0,5.0,0.0,0.0
86746,teach me a lesson,2.0,3.0,0.0,0.0
86748,last call,0.0,3.0,0.0,0.0
86750,brown eyed girl,2.0,6.0,1.0,0.0
86760,vultures cry 2,10.0,4.0,0.0,0.0
86764,whole lotta guap,4.0,7.0,0.0,0.0
86784,rich as hell,7.0,8.0,0.0,0.0
86791,ahora dice - real hasta la muerte remix,7.0,9.0,0.0,0.0
86800,ms,4.0,4.0,0.0,0.0
86810,refrigerator door,3.0,2.0,0.0,0.0
86813,know me,2.0,2.0,0.0,0.0
86815,foldin clothes,3.0,6.0,0.0,0.0
86820,icey,4.0,1.0,0.0,0.0
86821,that range rover came with steps,9.0,8.0,0.0,0.0
86824,let it out,6.0,5.0,0.0,0.0
86826,i been born again,7.0,7.0,0.0,0.0
86831,emoji of a wave,2.0,1.0,0.0,1.0
86835,smoke break,2.0,5.0,1.0,0.0
86836,lonely alone,1.0,0.0,0.0,1.0
86837,chateau,2.0,2.0,0.0,0.0
86847,automatic,2.0,2.0,0.0,0.0
86850,nobody else but you,6.0,3.0,0.0,0.0
86853,weed farm,3.0,4.0,0.0,0.0
86872,my shot,13.0,13.0,0.0,0.0
86880,do better,6.0,4.0,0.0,0.0
86882,white tee,2.0,4.0,0.0,0.0
86885,die from a broken heart,7.0,1.0,0.0,0.0
86888,captain hook,2.0,6.0,0.0,0.0
86890,waves,2.0,6.0,0.0,1.0
86893,feel it,1.0,0.0,0.0,0.0
86895,where the cash at,2.0,8.0,0.0,0.0
86901,ball hard,3.0,7.0,0.0,0.0
86902,drugs,4.0,2.0,0.0,0.0
86905,hooligan,8.0,3.0,0.0,0.0
86906,pegasus,4.0,2.0,0.0,0.0
86907,callin,5.0,4.0,0.0,0.0
86912,american pie,1.0,8.0,0.0,0.0
86917,poppin tags,6.0,2.0,0.0,0.0
86919,pardon me,1.0,5.0,0.0,0.0
86924,2 seater,3.0,3.0,0.0,1.0
86930,stunting aint nuthin,4.0,2.0,0.0,0.0
86934,jt,7.0,7.0,0.0,0.0
86935,because of you,4.0,3.0,0.0,1.0
86937,cross roads,4.0,6.0,0.0,0.0
86938,laser lights,2.0,2.0,0.0,0.0
86941,i knew you were trouble.,9.0,8.0,0.0,0.0
86947,facetime,1.0,3.0,0.0,0.0
86949,tricks on me,3.0,7.0,0.0,0.0
86953,am i high rn,5.0,5.0,0.0,0.0
86956,blue collar boys,2.0,5.0,0.0,0.0
86958,tom sawyer,1.0,3.0,0.0,0.0
86972,whatchamacallit,1.0,4.0,0.0,0.0
86986,she got the best of me,3.0,2.0,0.0,1.0
86988,stuck in my ways,2.0,1.0,0.0,1.0
87005,schism,3.0,3.0,0.0,0.0
87008,talk you out of it,0.0,3.0,0.0,0.0
87011,spend it,3.0,6.0,1.0,0.0
87013,me,0.0,4.0,0.0,0.0
87014,all facts,4.0,10.0,0.0,0.0
87018,realize,0.0,2.0,0.0,0.0
87020,outlaw,20.0,10.0,0.0,0.0
87025,the bakery,4.0,6.0,0.0,0.0
87027,occupied,8.0,6.0,0.0,0.0
87030,camp fire tale,3.0,3.0,0.0,0.0
87034,that old truck,3.0,6.0,0.0,0.0
87035,broken clocks,3.0,2.0,0.0,1.0
87036,did you wrong,3.0,1.0,0.0,0.0
87040,good form,3.0,7.0,0.0,0.0
87048,dance with me,0.0,2.0,0.0,0.0
87053,undefeated,3.0,12.0,0.0,0.0
87054,renees song,1.0,0.0,0.0,1.0
87062,obediently yours,12.0,13.0,0.0,0.0
87072,tomorrow never came,1.0,1.0,0.0,1.0
87088,lovebug,2.0,3.0,0.0,0.0
87089,real love,1.0,2.0,0.0,0.0
87094,wunna flo,4.0,8.0,0.0,0.0
87095,jumped out the window,4.0,8.0,0.0,0.0
87107,legendary,3.0,3.0,0.0,0.0
87109,dirty shoes,1.0,5.0,0.0,0.0
87111,big amount,9.0,5.0,0.0,0.0
87117,youngest flexer,3.0,3.0,0.0,0.0
87121,42 - from sr3mm,4.0,7.0,0.0,0.0
87122,i wanna be romanticized,5.0,4.0,0.0,0.0
87124,losing sleep,4.0,2.0,0.0,0.0
87127,dont be afraid to be different,1.0,2.0,0.0,0.0
87129,bottle service,4.0,6.0,0.0,0.0
87130,off the boat,7.0,6.0,0.0,0.0
87138,real thing,2.0,1.0,0.0,0.0
87141,remember you young,1.0,6.0,0.0,0.0
87142,for my people,5.0,7.0,0.0,0.0
87146,4 days,4.0,2.0,1.0,0.0
87148,rules,2.0,3.0,0.0,0.0
87151,no comparison,2.0,5.0,0.0,0.0
87152,this love isnt crazy,4.0,3.0,0.0,1.0
87155,pac-man,7.0,3.0,0.0,0.0
87160,running back,5.0,7.0,0.0,0.0
87165,not in the same way,8.0,3.0,0.0,1.0
87167,what i got,2.0,5.0,1.0,0.0
87168,hands on me,0.0,3.0,0.0,0.0
87172,100 shots,2.0,10.0,0.0,0.0
87173,chosen,7.0,1.0,0.0,0.0
87175,need a minute,3.0,1.0,0.0,0.0
87178,hatchback,5.0,2.0,0.0,0.0
87179,somethin im good at,2.0,6.0,0.0,0.0
87181,first day out,9.0,17.0,0.0,0.0
87184,heat waves,2.0,0.0,0.0,0.0
87187,bluebird,3.0,2.0,0.0,0.0
87190,pray for a key,6.0,7.0,0.0,0.0
87192,spaceship,1.0,1.0,1.0,0.0
87195,good ass intro,4.0,10.0,0.0,0.0
87197,signing off,0.0,5.0,0.0,0.0
87199,guys,0.0,2.0,0.0,0.0
87217,skeezers,7.0,1.0,0.0,0.0
87219,gain clout,6.0,4.0,0.0,0.0
87221,hard to forget,2.0,3.0,0.0,0.0
87223,dont believe the hype,9.0,10.0,0.0,0.0
87226,style stealer,2.0,3.0,1.0,0.0
87228,raincoat,2.0,1.0,0.0,0.0
87239,crop circles,5.0,16.0,0.0,0.0
87240,accidents happen,7.0,8.0,0.0,0.0
87244,knockin boots,0.0,8.0,0.0,0.0
87246,buba,2.0,2.0,0.0,0.0
87266,come see about me,2.0,2.0,0.0,1.0
87267,i dont sleep,4.0,2.0,0.0,0.0
87269,short kings anthem,1.0,3.0,1.0,0.0
87270,just happened,2.0,2.0,0.0,0.0
87274,my enemy,3.0,3.0,0.0,0.0
87276,showin off pt.2,7.0,9.0,0.0,0.0
87278,five more minutes,1.0,2.0,0.0,0.0
87281,clay pigeons,6.0,2.0,0.0,0.0
87291,left for denver,2.0,1.0,0.0,1.0
87300,no smoke,3.0,1.0,0.0,0.0
87301,money make ya handsome,2.0,5.0,0.0,0.0
87302,i put a spell on you,0.0,0.0,0.0,0.0
87308,wait for me,1.0,1.0,0.0,0.0
87309,supercuts,4.0,1.0,0.0,0.0
87312,suicide doors,4.0,4.0,0.0,0.0
87315,the story,2.0,2.0,0.0,1.0
87317,u aint slime enough,5.0,5.0,0.0,0.0
87318,out the hood,8.0,8.0,0.0,0.0
87319,take back home girl,1.0,2.0,0.0,0.0
87321,all over again,3.0,2.0,0.0,0.0
87331,no fear,1.0,2.0,0.0,0.0
87335,can you blame me,2.0,2.0,0.0,0.0
87337,goin dummi,4.0,8.0,0.0,0.0
87338,nightlight,1.0,2.0,0.0,0.0
87345,story by dave chappelle,7.0,4.0,0.0,0.0
87346,helpless,4.0,2.0,0.0,0.0
87350,north star,2.0,5.0,0.0,0.0
87353,what they want,0.0,2.0,0.0,0.0
87365,pretty heart,6.0,6.0,0.0,0.0
87375,tension,4.0,1.0,0.0,0.0
87380,dirty mouth,6.0,8.0,0.0,0.0
87381,chocolaté,2.0,1.0,0.0,0.0
87385,when i am older,2.0,1.0,0.0,0.0
87390,get you,1.0,2.0,0.0,0.0
87405,far,0.0,3.0,0.0,1.0
87407,no type,1.0,5.0,0.0,0.0
87416,broke as fuck,7.0,6.0,0.0,0.0
87417,lonely if you are,3.0,1.0,0.0,0.0
87419,talk to me,3.0,2.0,0.0,0.0
87424,sidenote,5.0,4.0,0.0,0.0
87426,whos stopping me,6.0,6.0,0.0,0.0
87428,been thru this before,7.0,6.0,0.0,0.0
87429,patty cake,11.0,12.0,0.0,0.0
87430,put a date on it,7.0,6.0,0.0,0.0
87437,pieces,2.0,2.0,0.0,0.0
87439,backyard boy,1.0,5.0,0.0,0.0
87448,123,4.0,7.0,0.0,1.0
87452,track 6,1.0,5.0,0.0,0.0
87456,nikes on my feet,4.0,6.0,0.0,0.0
87457,look what god gave her,3.0,6.0,0.0,0.0
87460,mo paper,4.0,4.0,0.0,0.0
87474,hurtin,3.0,0.0,0.0,0.0
87477,movement,5.0,5.0,0.0,0.0
87494,real in my veins,6.0,7.0,0.0,0.0
87496,i think of you,2.0,1.0,0.0,0.0
87507,eyes on you,1.0,2.0,0.0,0.0
87517,i dont die,11.0,9.0,0.0,0.0
87520,backin it up,8.0,6.0,0.0,0.0
87529,r.o.d.,3.0,1.0,0.0,0.0
87531,1993,0.0,2.0,0.0,0.0
87533,powder blue,4.0,6.0,0.0,0.0
87534,favorite song,2.0,5.0,0.0,0.0
87535,when i was broke,4.0,4.0,0.0,0.0
87539,off the grid,0.0,2.0,0.0,0.0
87540,what you see is what you get,2.0,2.0,0.0,0.0
87547,programs,1.0,8.0,0.0,0.0
87549,devils work,14.0,12.0,0.0,0.0
87551,you make it easy,1.0,2.0,0.0,0.0
87553,big rocks,3.0,2.0,0.0,0.0
87565,3005,7.0,14.0,0.0,0.0
87569,aint easy,10.0,7.0,0.0,0.0
87574,heart wont let me,1.0,3.0,0.0,0.0
87579,out of your mind,2.0,2.0,0.0,0.0
87581,killing time,6.0,2.0,0.0,0.0
87593,cinderella story,4.0,2.0,0.0,1.0
87596,we ball,11.0,5.0,0.0,0.0
87599,drowns the whiskey,1.0,1.0,0.0,0.0
87604,when it rains it pours,0.0,1.0,0.0,0.0
87612,hate the club,2.0,0.0,0.0,0.0
87616,holy calamafuck,14.0,7.0,0.0,0.0
87625,stop smoking black & milds,2.0,5.0,0.0,0.0
87628,cover me up,3.0,5.0,0.0,1.0
87631,by my lonely,5.0,5.0,0.0,0.0
87632,enemy,0.0,0.0,0.0,0.0
87635,goonies vs. e.t.,7.0,12.0,0.0,0.0
87640,beast mode,5.0,4.0,0.0,0.0
87644,none to me,0.0,3.0,0.0,0.0
87650,take your time,3.0,1.0,0.0,0.0
87655,for whom the bell tolls,4.0,3.0,0.0,0.0
87659,genius - lil wayne remix,1.0,2.0,0.0,1.0
87664,young nigga,3.0,5.0,0.0,0.0
87667,knock knock,3.0,2.0,0.0,0.0
87670,underwater flyzone,5.0,0.0,0.0,0.0
87671,luv is art,3.0,6.0,0.0,0.0
87674,money mouf,6.0,6.0,0.0,0.0
87682,out in space,0.0,2.0,0.0,0.0
87688,bing james,3.0,4.0,0.0,0.0
87689,dark place,9.0,9.0,0.0,0.0
87691,fuck the world,8.0,2.0,0.0,0.0
87694,my own thing,3.0,3.0,0.0,0.0
87706,dreams 2 reality,7.0,15.0,0.0,0.0
87708,blue hunnids,4.0,9.0,0.0,0.0
87711,chicken fried,0.0,4.0,0.0,0.0
87713,summer friends,8.0,12.0,0.0,0.0
87714,have mercy,6.0,7.0,0.0,0.0
87720,through the motions,0.0,1.0,0.0,0.0
87721,kung fu,3.0,3.0,0.0,0.0
87724,touch me,1.0,0.0,0.0,1.0
87728,kill them all,9.0,4.0,0.0,0.0
87731,forty six & 2,7.0,4.0,0.0,0.0
87734,in the flesh,0.0,4.0,0.0,0.0
87735,trap check,2.0,1.0,0.0,0.0
87740,damage,5.0,3.0,0.0,0.0
87747,immigrant,2.0,4.0,0.0,0.0
87749,beamer boy,0.0,2.0,0.0,0.0
87752,angel from montgomery,2.0,3.0,0.0,0.0
87755,how you feel,6.0,7.0,0.0,0.0
87756,demon time,7.0,12.0,0.0,0.0
87757,gaslighter,4.0,5.0,0.0,0.0
87761,nurses office,4.0,0.0,0.0,0.0
87764,night running,3.0,2.0,0.0,0.0
87767,oomps revenge,3.0,4.0,0.0,0.0
87775,summer reign,6.0,5.0,0.0,0.0
87782,talk shit like a preacher,4.0,1.0,0.0,0.0
87792,dirt on my boots,2.0,4.0,0.0,0.0
87802,used to you,5.0,1.0,0.0,0.0
87808,sway,0.0,1.0,0.0,0.0
87810,dance of the sugar plum fairy,1.0,4.0,1.0,0.0
87813,limitless,1.0,3.0,0.0,0.0
87816,out on bail,10.0,8.0,0.0,0.0
87824,poor fool,2.0,3.0,0.0,0.0
87825,walk on minks,5.0,4.0,0.0,1.0
87828,out yo way,9.0,11.0,0.0,0.0
87834,black barbies,6.0,8.0,0.0,0.0
87839,i wish,1.0,6.0,0.0,0.0
87842,relay,3.0,0.0,0.0,0.0
87843,i write sins not tragedies,1.0,4.0,0.0,0.0
87851,go all the way,1.0,1.0,0.0,1.0
87853,1942 flows,13.0,8.0,0.0,0.0
87864,100 summers,6.0,6.0,0.0,0.0
87865,mansion,12.0,4.0,0.0,0.0
87867,pink toes,11.0,8.0,0.0,0.0
87872,blood walk,3.0,1.0,0.0,0.0
87873,any ol barstool,5.0,3.0,0.0,0.0
87878,american dream,6.0,3.0,0.0,0.0
87879,too deep to turn back,1.0,6.0,0.0,0.0
87882,dead man walking,2.0,3.0,0.0,0.0
87884,undercover,1.0,3.0,0.0,0.0
87890,moonwalkin,2.0,4.0,0.0,0.0
87891,one beer,4.0,12.0,0.0,0.0
87897,love aint,2.0,0.0,0.0,0.0
87902,the code,6.0,5.0,0.0,0.0
87904,fire stars,4.0,2.0,0.0,0.0
87906,rainy days,12.0,6.0,0.0,0.0
87909,why am i still in la,5.0,0.0,0.0,0.0
87910,old friends x new foes,7.0,5.0,0.0,0.0
87917,servin killa kam,2.0,5.0,0.0,0.0
87918,shimmy,3.0,1.0,0.0,0.0
87924,maps,0.0,0.0,0.0,0.0
87935,uber everywhere,3.0,3.0,1.0,0.0
87944,4 da gang,11.0,5.0,0.0,0.0
87948,wait for it,7.0,8.0,0.0,1.0
87956,midnight city,0.0,4.0,0.0,0.0
87965,dope boys diary,13.0,5.0,0.0,0.0
87972,smooth like the summer,2.0,3.0,0.0,0.0
87973,pgt,1.0,3.0,0.0,0.0
87976,cocaine,3.0,5.0,0.0,0.0
87982,richard millie plain,11.0,7.0,0.0,0.0
87986,finding you,1.0,2.0,0.0,1.0
87993,more than my hometown,5.0,3.0,0.0,1.0
87995,mr loverman,2.0,1.0,0.0,0.0
87996,orange juice,3.0,2.0,0.0,0.0
87999,walking in the snow,23.0,9.0,0.0,0.0
88002,this forever,1.0,6.0,0.0,0.0
88004,bands,0.0,2.0,0.0,0.0
88009,conversations with my wife,2.0,2.0,0.0,1.0
88017,stick to the models,4.0,6.0,0.0,0.0
88021,hate the real me,7.0,6.0,1.0,0.0
88023,grieving,5.0,6.0,0.0,0.0
88028,pick your poison,8.0,2.0,0.0,0.0
88029,i want you to love me,1.0,5.0,0.0,0.0
88030,both eyes closed,2.0,7.0,0.0,0.0
88031,song about you,3.0,0.0,0.0,0.0
88037,big love,1.0,2.0,0.0,1.0
88038,concert for aliens,3.0,2.0,0.0,0.0
88041,sweetheart,1.0,4.0,0.0,1.0
88042,dance with the devil,1.0,3.0,0.0,0.0
88046,hometown girl,2.0,1.0,0.0,0.0
88051,calling all the monsters,1.0,4.0,0.0,0.0
88054,with me,1.0,2.0,0.0,1.0
88060,a letter to my younger self,4.0,9.0,0.0,0.0
88061,fuck up the city,1.0,3.0,0.0,0.0
88062,dirty stick,9.0,5.0,0.0,0.0
88066,school shooters,3.0,1.0,0.0,0.0
88067,white girl,3.0,2.0,0.0,0.0
88076,lovin,1.0,4.0,0.0,0.0
88080,changed it,7.0,8.0,0.0,0.0
88083,mess is mine,2.0,0.0,0.0,1.0
88094,spaceships,2.0,1.0,0.0,0.0
88097,thinkin of you,2.0,4.0,0.0,1.0
88099,gucci on my,5.0,7.0,0.0,0.0
88105,3 musketeers,6.0,5.0,0.0,0.0
88127,goin hard,1.0,3.0,0.0,0.0
88128,franchise  - remix,4.0,11.0,0.0,0.0
88131,thrift shop,5.0,4.0,1.0,0.0
88141,every little bit helps,0.0,1.0,0.0,0.0
88155,my kinda folk,0.0,4.0,0.0,0.0
88160,rap niggas,5.0,2.0,0.0,0.0
88161,some girls,2.0,4.0,0.0,0.0
88163,big boy diamonds,4.0,4.0,0.0,0.0
88164,bammer,2.0,2.0,0.0,0.0
88165,i changed her life,4.0,3.0,0.0,0.0
88166,blue pill,1.0,2.0,1.0,0.0
88167,they like,10.0,8.0,0.0,0.0
88170,lucky,2.0,5.0,0.0,1.0
88174,no friends,2.0,4.0,0.0,0.0
88176,i bought her,2.0,4.0,0.0,0.0
88178,beibs in the trap,3.0,3.0,0.0,0.0
88181,i dont fuck with you,6.0,6.0,0.0,0.0
88182,barefoot blue jean night,2.0,5.0,0.0,0.0
88183,nothing like you,3.0,1.0,1.0,0.0
88196,when the world was at war we kept dancing,0.0,2.0,0.0,0.0
88200,playing games,1.0,1.0,0.0,0.0
88201,december 24,5.0,1.0,0.0,0.0
88202,life in the city,3.0,4.0,0.0,0.0
88204,northern lights,1.0,4.0,0.0,0.0
88205,ambitionz az a ridah,14.0,19.0,0.0,0.0
88209,elephant in the room,2.0,1.0,1.0,0.0
88210,drippin,3.0,1.0,0.0,0.0
88211,statute of limitations,1.0,3.0,0.0,0.0
88212,fwm,3.0,0.0,0.0,0.0
88213,some more,4.0,0.0,0.0,0.0
88214,freak n you,0.0,0.0,0.0,0.0
88216,high top versace,3.0,11.0,0.0,0.0
88218,fall in love with death,7.0,2.0,0.0,1.0
88219,fasho fasho,2.0,5.0,0.0,0.0
88220,what keeps you up at night,3.0,1.0,0.0,0.0
88246,broken,6.0,2.0,0.0,1.0
88254,bohemian trapsody,2.0,2.0,0.0,1.0
88264,king tulip,8.0,5.0,0.0,0.0
88268,i got the juice,5.0,4.0,0.0,0.0
88285,the adventures of stoney bob,5.0,8.0,1.0,0.0
88287,showin off pt.1,1.0,4.0,0.0,0.0
88291,show me love,2.0,2.0,0.0,0.0
88293,how i feel,19.0,15.0,0.0,0.0
88296,drama club,3.0,3.0,0.0,0.0
88297,jet fuel,3.0,6.0,0.0,0.0
88299,hold you now,3.0,4.0,0.0,0.0
88300,keep quiet,4.0,2.0,1.0,0.0
88307,jt first day out,9.0,5.0,0.0,0.0
88308,frick park market,7.0,8.0,0.0,0.0
88323,wish feat. kiddo marv,5.0,6.0,0.0,0.0
88324,keep your head up,2.0,8.0,0.0,0.0
88325,maybe,1.0,1.0,0.0,0.0
88329,satish,11.0,8.0,0.0,0.0
88331,kinfolks,1.0,4.0,0.0,0.0
88333,days like this,1.0,3.0,0.0,0.0
88334,jefe,7.0,3.0,0.0,0.0
88335,triumph,0.0,0.0,0.0,0.0
88338,hi bich,2.0,3.0,1.0,0.0
88340,why are sundays so depressing,1.0,3.0,0.0,0.0
88344,red,3.0,1.0,0.0,0.0
88351,i think she like me,4.0,4.0,0.0,0.0
88367,make em say,4.0,7.0,0.0,0.0
88374,a-yo,3.0,5.0,0.0,0.0
88380,gummo - remix,5.0,2.0,0.0,0.0
88382,seven million,2.0,0.0,0.0,0.0
88383,h.o.l.y.,5.0,2.0,0.0,0.0
88385,the grinch,4.0,5.0,0.0,0.0
88397,one foot,4.0,4.0,0.0,0.0
88409,blood moon,6.0,1.0,0.0,0.0
88414,life goes on,1.0,3.0,0.0,0.0
88416,steal my sunshine,3.0,5.0,0.0,0.0
88441,nobody but you,0.0,2.0,0.0,1.0
88444,false alarm,0.0,2.0,0.0,0.0
88449,diamond minds,6.0,7.0,0.0,0.0
88453,call me maybe,2.0,1.0,0.0,0.0
88464,take a step back,4.0,3.0,0.0,0.0
88465,money in the way,0.0,4.0,0.0,0.0
88470,you send me,1.0,4.0,0.0,1.0
88478,2016,6.0,8.0,0.0,0.0
88484,abandoned,3.0,4.0,0.0,0.0
88487,blessings,2.0,8.0,0.0,0.0
88494,dont come around here no more,1.0,1.0,0.0,1.0
88495,longing heart,1.0,3.0,0.0,0.0
88498,mink flow,2.0,4.0,0.0,0.0
88504,come home,2.0,3.0,0.0,0.0
88520,flatliner,2.0,2.0,0.0,0.0
88521,salt and the sea,0.0,0.0,0.0,0.0
88523,big bro,3.0,1.0,1.0,0.0
88528,spice girl,1.0,1.0,0.0,0.0
88530,get geeked,11.0,7.0,0.0,0.0
88531,what if,1.0,1.0,0.0,0.0
88532,me you,0.0,3.0,0.0,0.0
88538,adults swim,7.0,4.0,0.0,0.0
88539,major bag alert,5.0,6.0,0.0,0.0
88542,alien boy,2.0,2.0,0.0,0.0
88543,love me for life,6.0,2.0,0.0,0.0
88546,gangsta,3.0,1.0,0.0,0.0
88547,too brazy,7.0,5.0,0.0,0.0
88554,cant get in kanada,5.0,2.0,0.0,0.0
88555,big tyme,2.0,3.0,0.0,0.0
88561,bad habits,3.0,3.0,0.0,0.0
88562,10 feet down,3.0,11.0,0.0,0.0
88567,100 grandkids,7.0,9.0,0.0,0.0
88568,yankee and the brave,10.0,8.0,0.0,0.0
88575,do u dirty,3.0,6.0,0.0,0.0
88577,hearteater,1.0,1.0,0.0,0.0
88586,small worlds,8.0,9.0,0.0,0.0
88592,heroin,3.0,4.0,0.0,0.0
88603,in the blood,3.0,3.0,0.0,0.0
88608,ill nana,4.0,4.0,0.0,0.0
88621,dn freestyle,6.0,8.0,0.0,0.0
88622,v-12,3.0,1.0,0.0,0.0
88623,rmp,5.0,0.0,0.0,0.0
88624,riverdale rd,4.0,3.0,0.0,0.0
88625,4peat,5.0,1.0,0.0,0.0
88627,mtomb,0.0,2.0,1.0,0.0
88628,no weakness,2.0,1.0,0.0,0.0
88631,girls best friend,5.0,5.0,0.0,0.0
88632,youll be back,2.0,2.0,0.0,0.0
88646,long nights,1.0,1.0,0.0,0.0
88650,feed,3.0,0.0,0.0,0.0
88651,crisis,6.0,6.0,0.0,0.0
88656,gin and drugs,5.0,4.0,1.0,0.0
88658,only 4 me,3.0,3.0,0.0,0.0
88674,don life,10.0,11.0,0.0,0.0
88677,buy u a drank,4.0,2.0,0.0,0.0
88678,antidote,3.0,3.0,0.0,0.0
88680,stay woke,13.0,7.0,0.0,0.0
88682,reborn to rebel,7.0,8.0,0.0,0.0
88690,cartier gucci scarf,6.0,5.0,0.0,0.0
88696,wish,3.0,5.0,0.0,0.0
88699,born this way,3.0,8.0,0.0,0.0
88702,rusty cage,3.0,2.0,0.0,0.0
88714,twitter fingers,2.0,2.0,1.0,0.0
88715,somebody loves you,3.0,0.0,0.0,0.0
88724,snap,2.0,2.0,0.0,0.0
88730,jerk,3.0,5.0,0.0,0.0
88731,orange soda,4.0,0.0,0.0,0.0
88735,lost me,2.0,1.0,0.0,0.0
88741,horses,2.0,3.0,0.0,0.0
88751,sinning with you,5.0,3.0,0.0,0.0
