,Title,sadness,anticipation,Fun,Love
113574,keep me crazy,2.0,2.0,0.0,0.0
113597,used to be in love,3.0,4.0,0.0,1.0
113603,new sky,0.0,0.0,0.0,0.0
113604,in motion,4.0,3.0,0.0,0.0
113605,innerbloom - what so not remix,0.0,0.0,0.0,1.0
113630,screw loose,7.0,3.0,1.0,0.0
113631,cyclone,5.0,3.0,0.0,0.0
113633,ecdysis,1.0,0.0,0.0,0.0
113652,empty wallets,1.0,0.0,0.0,0.0
113666,good years,2.0,3.0,0.0,0.0
113673,straight lines,1.0,4.0,0.0,0.0
113681,monster among men,3.0,1.0,0.0,0.0
113690,think about it,2.0,4.0,0.0,0.0
113694,spot the difference,6.0,9.0,0.0,0.0
113697,smoke & retribution,7.0,4.0,0.0,0.0
113704,woke up late,1.0,3.0,0.0,0.0
113718,set fire to the rain,3.0,1.0,0.0,1.0
113721,simple song,1.0,4.0,0.0,1.0
113727,out here,2.0,2.0,0.0,0.0
113729,all the pretty girls,0.0,2.0,0.0,1.0
113731,say it again,1.0,2.0,0.0,0.0
113734,depth charge,0.0,1.0,0.0,0.0
113735,great southern land,8.0,4.0,0.0,0.0
113736,worship,2.0,3.0,0.0,0.0
113737,dont dream its over,2.0,2.0,0.0,0.0
113739,then what,4.0,3.0,0.0,0.0
113740,dreamtime,3.0,4.0,0.0,0.0
113745,private,2.0,1.0,0.0,0.0
113747,working for it,0.0,1.0,0.0,0.0
113749,million man,1.0,1.0,0.0,1.0
113751,not about you,6.0,5.0,0.0,1.0
113755,have you ever seen the rain,0.0,1.0,0.0,1.0
113758,home and away,2.0,4.0,0.0,1.0
113766,cheap queen,2.0,1.0,0.0,0.0
113774,lights off,3.0,2.0,0.0,1.0
113775,april sun in cuba,1.0,2.0,0.0,0.0
113777,whats my scene,0.0,0.0,0.0,0.0
113785,kick on,1.0,1.0,0.0,0.0
113791,notion,0.0,5.0,0.0,0.0
113792,all loved up,2.0,1.0,0.0,1.0
113798,enough,0.0,1.0,0.0,1.0
113801,hide away,1.0,6.0,0.0,1.0
113805,better be home soon,1.0,3.0,0.0,0.0
113806,what you need,2.0,1.0,0.0,0.0
113817,as long as you care,2.0,2.0,0.0,0.0
113820,dont change,3.0,1.0,0.0,0.0
113821,rehab,4.0,1.0,0.0,0.0
113823,regular touch,2.0,4.0,0.0,0.0
113831,ultralight beam,2.0,6.0,0.0,0.0
113835,bad n bouj,3.0,6.0,0.0,0.0
113863,same road,2.0,4.0,0.0,0.0
113901,fathers day,5.0,4.0,0.0,0.0
113902,adore,2.0,4.0,0.0,0.0
113905,friday on my mind,1.0,2.0,0.0,0.0
113907,hyperreal,0.0,0.0,0.0,0.0
113916,am i ever gonna see your face again,3.0,1.0,0.0,0.0
113917,stranger,3.0,1.0,0.0,1.0
113919,losing my religion,3.0,1.0,0.0,1.0
113924,d.i.e,1.0,1.0,0.0,0.0
113928,killing my time,3.0,2.0,0.0,0.0
113929,before i go,1.0,3.0,0.0,0.0
113931,turn up the love,0.0,3.0,1.0,0.0
113934,wavy,0.0,2.0,1.0,0.0
113937,no pressure,1.0,5.0,0.0,0.0
113942,counterweight,4.0,7.0,0.0,0.0
113959,johnny run away,1.0,4.0,0.0,1.0
113962,i said hi,2.0,5.0,1.0,0.0
113964,alone with you,1.0,2.0,0.0,0.0
113966,yours to keep,1.0,1.0,0.0,1.0
113978,not above love,1.0,1.0,0.0,1.0
113979,same old brothers,6.0,6.0,0.0,0.0
113980,talk is cheap,2.0,4.0,0.0,0.0
113981,season 2 episode 3,3.0,1.0,0.0,0.0
113983,the message,12.0,8.0,0.0,0.0
113992,beds are burning,1.0,4.0,0.0,0.0
114001,breezeblocks,2.0,1.0,0.0,1.0
114016,wide open road,1.0,0.0,0.0,0.0
114018,fake magic,1.0,1.0,0.0,0.0
114021,painkiller,3.0,0.0,0.0,0.0
114026,hurt again,2.0,3.0,0.0,0.0
114032,blood brothers,6.0,7.0,0.0,0.0
114033,where are ü now,3.0,1.0,0.0,0.0
114052,favours,1.0,0.0,1.0,0.0
114053,lost in my mind,4.0,1.0,0.0,0.0
114058,genghis khan,0.0,1.0,0.0,1.0
114059,my happiness,2.0,2.0,0.0,1.0
114060,down for you,2.0,6.0,0.0,1.0
114063,too many,5.0,6.0,0.0,0.0
114066,wearing nothing - cheat codes x cade remix,1.0,1.0,0.0,0.0
114067,low blows,1.0,2.0,0.0,0.0
114068,tell em im doing eetswa,4.0,4.0,0.0,0.0
114077,day drunk,3.0,8.0,0.0,1.0
114080,holy grail,4.0,2.0,0.0,0.0
114081,230 pounds,7.0,7.0,0.0,0.0
114088,bright blue skies,2.0,1.0,0.0,0.0
114091,boys in town,0.0,3.0,0.0,0.0
114093,waiting,4.0,3.0,0.0,0.0
114095,weekends,1.0,1.0,0.0,0.0
114100,love on display,11.0,8.0,0.0,0.0
114101,solace,7.0,1.0,0.0,0.0
114106,laps around the sun,4.0,1.0,0.0,0.0
114110,make them wheels roll,1.0,1.0,1.0,0.0
114111,evil spider,2.0,0.0,0.0,0.0
114113,ill show you,1.0,2.0,0.0,0.0
114119,the feeling,1.0,2.0,0.0,1.0
114124,push it,0.0,1.0,0.0,0.0
114126,let it happen,1.0,5.0,0.0,0.0
114134,exit sign,6.0,8.0,0.0,0.0
114135,to be free,3.0,2.0,0.0,0.0
114136,papercuts,5.0,7.0,0.0,0.0
114142,pretty lady,2.0,9.0,0.0,0.0
114143,all your love,0.0,2.0,0.0,0.0
114144,so easy,2.0,1.0,0.0,0.0
114152,further than the planes fly,1.0,1.0,0.0,0.0
114155,life itself,5.0,4.0,0.0,0.0
114158,stained glass,4.0,4.0,0.0,0.0
114170,i was made for loving you,0.0,0.0,0.0,1.0
114185,arty boy,0.0,2.0,0.0,0.0
114191,the future,3.0,3.0,0.0,0.0
114192,thunderstruck,0.0,3.0,0.0,0.0
114200,fire and the flood,1.0,0.0,0.0,0.0
114211,loving is easy,0.0,2.0,0.0,0.0
114212,up in the clouds,0.0,0.0,0.0,0.0
114219,youre the voice,1.0,2.0,0.0,0.0
114235,the opposite of us,3.0,6.0,0.0,0.0
114236,about you,0.0,2.0,0.0,0.0
114251,high beams,3.0,3.0,0.0,0.0
114253,good lord,2.0,5.0,0.0,0.0
114256,paper route,5.0,6.0,0.0,0.0
114265,one wish,4.0,2.0,0.0,0.0
114270,underwater,1.0,0.0,0.0,0.0
114273,ubu,0.0,1.0,1.0,0.0
114275,count on me,4.0,1.0,0.0,1.0
114276,help me help you,3.0,4.0,0.0,0.0
114282,turn up your light,1.0,3.0,0.0,0.0
114287,scott green,1.0,1.0,1.0,0.0
114292,come together,0.0,1.0,1.0,0.0
114296,block party,1.0,6.0,1.0,0.0
114299,coolin,1.0,6.0,0.0,0.0
114308,alone with me,1.0,3.0,0.0,1.0
114330,the nosebleed section,7.0,3.0,0.0,0.0
114334,on your side,3.0,1.0,0.0,0.0
114337,bubbly,9.0,7.0,1.0,0.0
114340,miracle love,2.0,3.0,0.0,0.0
114344,our town,0.0,5.0,0.0,0.0
114345,falling out,2.0,3.0,0.0,0.0
114346,quits,2.0,3.0,0.0,0.0
114348,talk it out,4.0,2.0,0.0,0.0
114350,exactly how you are,1.0,2.0,0.0,1.0
114351,the great expanse,6.0,3.0,1.0,0.0
114352,australia street,3.0,6.0,0.0,0.0
114354,knees,0.0,0.0,0.0,0.0
114356,how bizarre,3.0,4.0,0.0,0.0
114363,welcome to prison,4.0,6.0,0.0,0.0
114368,fourfiveseconds,1.0,2.0,0.0,0.0
114375,working class man,2.0,2.0,0.0,0.0
114549,born to beg,5.0,1.0,0.0,1.0
114717,unstoppable,1.0,2.0,0.0,0.0
114768,alibi,1.0,2.0,0.0,1.0
114835,superlove,5.0,2.0,0.0,1.0
114846,back where i belong,1.0,0.0,0.0,0.0
114949,dont give in,2.0,2.0,0.0,0.0
115213,ill still destroy you,3.0,4.0,0.0,0.0
115308,nothing else matters,0.0,1.0,0.0,0.0
115528,you had your soul with you,1.0,0.0,0.0,1.0
115960,hideaway,2.0,5.0,0.0,0.0
116245,love is bigger than anything in its way,2.0,4.0,0.0,0.0
116312,bitch,2.0,0.0,0.0,0.0
116334,devil eyes,0.0,1.0,0.0,0.0
116687,so much more than this,2.0,0.0,0.0,0.0
116688,walk it back,3.0,0.0,0.0,0.0
116735,good god damn,1.0,4.0,0.0,0.0
116801,mind is a prison,2.0,4.0,0.0,0.0
117239,carin at the liquor store,3.0,2.0,0.0,1.0
117685,piano man,1.0,2.0,0.0,0.0
118381,guilty party,2.0,1.0,0.0,0.0
118518,bali,3.0,5.0,0.0,0.0
118745,at last,1.0,1.0,0.0,1.0
118800,homesick,0.0,1.0,0.0,1.0
118841,head like a haunted house,7.0,1.0,0.0,0.0
119230,the ecstasy of gold,7.0,2.0,0.0,0.0
119683,the wire,8.0,5.0,0.0,0.0
119797,empire line,1.0,2.0,0.0,0.0
119895,put your money on me,5.0,2.0,0.0,0.0
121105,dani california,3.0,4.0,0.0,0.0
121699,welcome to the jungle,3.0,3.0,0.0,0.0
121859,hands to myself,0.0,0.0,0.0,0.0
122436,dark necessities,2.0,3.0,0.0,0.0
122652,if this is love,2.0,3.0,0.0,1.0
122654,until the light,1.0,3.0,0.0,0.0
122655,new ting,4.0,2.0,0.0,0.0
122664,kickstart my heart,0.0,2.0,0.0,0.0
122668,its a flex,4.0,5.0,0.0,0.0
122669,main girl,2.0,3.0,0.0,1.0
122671,my music at work,3.0,2.0,0.0,0.0
122672,that part,5.0,9.0,0.0,0.0
122673,fuck it off,9.0,3.0,0.0,0.0
122678,catchin feels,3.0,5.0,0.0,0.0
122680,my mind,1.0,1.0,0.0,0.0
122682,wherever you go - remix,1.0,5.0,0.0,1.0
122683,paper love,3.0,3.0,0.0,1.0
122684,letter to the city 2,3.0,5.0,0.0,0.0
122685,no romance,1.0,1.0,0.0,0.0
122687,only the team,7.0,2.0,0.0,0.0
122700,let there be love,1.0,4.0,0.0,1.0
122702,deadtalks,4.0,5.0,0.0,0.0
122703,tinted eyes,4.0,1.0,0.0,0.0
122705,woo year,2.0,1.0,0.0,0.0
122706,lift off,4.0,6.0,0.0,0.0
122708,love to lay,2.0,2.0,0.0,1.0
122710,the darkest one,3.0,1.0,0.0,1.0
122713,element,2.0,3.0,0.0,1.0
122720,shot again,3.0,2.0,0.0,0.0
122726,say less,2.0,1.0,0.0,0.0
122727,dream that i had,3.0,4.0,0.0,0.0
122737,good for it,4.0,5.0,0.0,0.0
122739,chupacabra,0.0,0.0,1.0,0.0
122741,familiar drugs,3.0,2.0,1.0,0.0
122745,bound to you,3.0,3.0,0.0,0.0
122748,triple helix,2.0,4.0,0.0,0.0
122750,money made me do it,1.0,9.0,0.0,0.0
122751,blow at high dough,0.0,3.0,1.0,0.0
122758,rumors,2.0,3.0,0.0,0.0
122771,know love,0.0,3.0,0.0,0.0
122777,where the water ends,2.0,0.0,0.0,0.0
122778,take control,4.0,4.0,0.0,0.0
122781,im not alright,3.0,3.0,0.0,0.0
122783,wherever,7.0,1.0,0.0,1.0
122784,little bones,2.0,5.0,0.0,0.0
122785,nothing without you,5.0,0.0,0.0,1.0
122788,evil eye,1.0,0.0,0.0,0.0
122793,parallel line,0.0,1.0,0.0,1.0
122794,now that i found you,2.0,4.0,0.0,1.0
122795,not mine,1.0,0.0,0.0,1.0
122804,no sad no bad,2.0,1.0,0.0,0.0
122805,msg 4 gods children,7.0,5.0,0.0,0.0
122807,make you miss me,2.0,2.0,0.0,0.0
122808,gift shop,2.0,10.0,0.0,0.0
122810,jumped out the whip,5.0,7.0,0.0,0.0
122820,its a good life if you dont weaken,0.0,3.0,0.0,0.0
122821,dangerous city,5.0,5.0,0.0,1.0
122822,dirty wine,3.0,1.0,0.0,0.0
122823,long time running,2.0,2.0,0.0,0.0
122824,kissing other people,2.0,0.0,0.0,0.0
122827,12,3.0,6.0,0.0,0.0
122833,passive aggressive,1.0,2.0,0.0,0.0
122837,three pistols,3.0,4.0,0.0,0.0
122840,fiddlers green,2.0,8.0,0.0,0.0
122842,wedding crashers,5.0,9.0,0.0,0.0
122843,one i want,2.0,3.0,0.0,0.0
122844,older than i am,5.0,0.0,0.0,0.0
122845,sorry but i had to...,9.0,14.0,0.0,0.0
122847,imperfections,4.0,5.0,0.0,0.0
122851,doomsday,5.0,5.0,0.0,1.0
122858,the motto,2.0,5.0,0.0,0.0
122860,cordelia,4.0,2.0,0.0,1.0
122873,want you in my room,1.0,0.0,0.0,0.0
122876,what do you do,2.0,3.0,0.0,0.0
122880,cold feet,3.0,11.0,0.0,0.0
122884,sweet little lies,3.0,4.0,0.0,0.0
122886,bored in the house,4.0,5.0,0.0,0.0
122888,jesus in la,4.0,2.0,0.0,1.0
122896,dope game,2.0,3.0,0.0,0.0
122897,welcome to chilis,2.0,8.0,0.0,0.0
122898,nobody compares to you,1.0,3.0,0.0,0.0
122906,ruthless,7.0,6.0,0.0,0.0
122907,ahead by a century,3.0,2.0,0.0,0.0
122908,distance,2.0,1.0,0.0,0.0
122909,wet em up pt. 2,3.0,4.0,0.0,0.0
122910,be clearr,1.0,4.0,0.0,0.0
122911,room 112,3.0,6.0,0.0,0.0
122912,beautiful scar,2.0,5.0,0.0,0.0
122913,cool j,5.0,4.0,0.0,0.0
122915,peoples champ,1.0,0.0,0.0,0.0
122918,fifty-mission cap,0.0,1.0,0.0,0.0
122925,take it from me,2.0,1.0,0.0,0.0
122926,no easy way,2.0,1.0,0.0,0.0
122930,fire in my soul,0.0,1.0,0.0,0.0
122936,merry christmas darling,0.0,0.0,0.0,0.0
122942,i knew you when,1.0,5.0,0.0,1.0
122946,knocking at the door,1.0,2.0,0.0,0.0
122947,killamonjaro,2.0,4.0,0.0,0.0
122949,hang ups,1.0,1.0,0.0,1.0
122956,complexities,1.0,0.0,0.0,0.0
122959,aftertaste,2.0,2.0,0.0,0.0
122961,love in the dark,5.0,1.0,0.0,0.0
122963,never let up,2.0,0.0,0.0,0.0
122969,crabs in a bucket,2.0,4.0,1.0,0.0
122973,iced out audemars,6.0,5.0,0.0,0.0
122987,shining on my ex,4.0,4.0,0.0,0.0
122990,rack in my sleep,6.0,6.0,0.0,0.0
122991,nautical disaster,1.0,1.0,0.0,0.0
122992,so hard done by,3.0,2.0,0.0,0.0
122993,baddest chick,1.0,0.0,0.0,0.0
122995,home - 2019 - remaster,2.0,2.0,0.0,0.0
122998,city on my back,3.0,3.0,0.0,0.0
122999,body talk,0.0,0.0,0.0,0.0
123002,feel it too,0.0,3.0,0.0,0.0
123003,48 floors,4.0,6.0,0.0,0.0
123005,airplanes,2.0,1.0,0.0,0.0
123014,no good,4.0,9.0,0.0,0.0
123020,swag flu,6.0,7.0,0.0,0.0
123026,the run off,2.0,4.0,0.0,0.0
123027,bust down cartier,4.0,1.0,0.0,0.0
123030,badlands,1.0,1.0,1.0,0.0
123031,faded love,0.0,2.0,0.0,1.0
123040,dragula,3.0,1.0,0.0,0.0
123045,coffin,13.0,7.0,0.0,0.0
123049,old town road - diplo remix,2.0,1.0,0.0,0.0
123050,four leaf clover - klowds remix,0.0,2.0,0.0,0.0
123052,summer on you,0.0,3.0,0.0,1.0
123061,take me away,3.0,1.0,0.0,1.0
123067,persian rugs,1.0,2.0,0.0,0.0
123069,ashes,4.0,2.0,0.0,0.0
123074,different for girls,4.0,1.0,0.0,0.0
123076,fear of being alone,2.0,4.0,0.0,1.0
123077,freeze time,1.0,1.0,0.0,1.0
123080,hit,1.0,1.0,0.0,0.0
123081,420 in london,5.0,5.0,0.0,0.0
123084,live your last,5.0,0.0,0.0,0.0
123087,duck my ex,0.0,2.0,0.0,0.0
123088,all over you,1.0,0.0,0.0,0.0
123090,my year,3.0,7.0,0.0,0.0
123093,saint nobody,3.0,4.0,0.0,0.0
123094,female,2.0,1.0,0.0,0.0
123095,october,4.0,2.0,0.0,0.0
123098,doesnt remind me,2.0,0.0,0.0,1.0
123103,stuck with me,2.0,2.0,0.0,0.0
123104,honesty,1.0,3.0,0.0,0.0
123107,dont be sad,1.0,4.0,0.0,0.0
123108,new orleans is sinking,4.0,3.0,0.0,0.0
123110,lil boat,2.0,3.0,0.0,0.0
123112,cant have,9.0,5.0,0.0,0.0
123115,russian cream,4.0,5.0,0.0,0.0
123116,she told me,2.0,2.0,0.0,0.0
123117,need some,6.0,9.0,0.0,0.0
123119,healer,2.0,0.0,0.0,1.0
123125,tired - kygo remix,3.0,3.0,0.0,1.0
123134,g.o.a.t.,6.0,9.0,0.0,0.0
123146,b.b.w.w x fake show,10.0,10.0,0.0,0.0
123150,dance macabre,1.0,4.0,0.0,0.0
123155,actin up,2.0,5.0,0.0,0.0
123158,38 years old,6.0,5.0,0.0,0.0
123161,twist my arm,7.0,5.0,0.0,0.0
123165,bobcaygeon,2.0,3.0,0.0,0.0
123166,in a world possessed by the human mind,0.0,2.0,0.0,0.0
123168,anti everybody,7.0,4.0,0.0,0.0
123169,habits,4.0,2.0,0.0,0.0
123172,looking for a place to happen,2.0,1.0,0.0,0.0
123178,my truck,4.0,0.0,1.0,0.0
123180,not a love song,3.0,2.0,0.0,1.0
123183,parallel lines,3.0,0.0,0.0,0.0
123186,locked in the trunk of a car,3.0,3.0,0.0,0.0
123199,bad moon rising,3.0,3.0,0.0,0.0
123204,held me down,9.0,5.0,0.0,0.0
123206,navuzimetro#pt2,7.0,5.0,0.0,0.0
123208,wintersong,2.0,6.0,0.0,0.0
123214,a lonely night,2.0,2.0,0.0,0.0
123221,wheat kings,2.0,2.0,0.0,0.0
123222,run away,3.0,3.0,0.0,0.0
123223,cold fire,2.0,1.0,0.0,1.0
123227,you thought wrong,1.0,5.0,0.0,0.0
123228,hells bells,2.0,3.0,0.0,0.0
123229,crawl outta love,1.0,0.0,0.0,0.0
123235,cozee,4.0,2.0,1.0,0.0
123237,golden youth,1.0,4.0,0.0,0.0
123249,could you love me,2.0,1.0,0.0,0.0
123257,stay young,2.0,2.0,0.0,0.0
123273,lifes about to get good,1.0,5.0,0.0,1.0
123276,flawless do it well pt. 3,7.0,4.0,0.0,0.0
123278,wild things,4.0,3.0,0.0,0.0
123568,all my life,2.0,8.0,0.0,1.0
124393,just my imagination,0.0,2.0,0.0,0.0
124767,no,1.0,2.0,0.0,0.0
127137,november rain,3.0,2.0,0.0,0.0
128528,my hero,0.0,0.0,0.0,0.0
128533,lateralus,5.0,3.0,0.0,0.0
128900,vicarious,10.0,6.0,0.0,0.0
128905,all these things that ive done,2.0,1.0,0.0,0.0
130434,fireproof,3.0,5.0,0.0,0.0
130509,salvation,0.0,2.0,0.0,0.0
130601,hurts so good,0.0,2.0,0.0,0.0
130769,unconditional,2.0,2.0,1.0,0.0
131277,i see fire,4.0,4.0,0.0,0.0
131572,oh,3.0,13.0,0.0,0.0
133008,someone new,2.0,5.0,0.0,0.0
133965,dreaming my dreams,0.0,1.0,0.0,1.0
134241,i cant be with you,3.0,1.0,0.0,0.0
134511,no plan,4.0,2.0,0.0,0.0
136097,on my own,5.0,2.0,0.0,0.0
136193,million years ago,1.0,3.0,0.0,0.0
136774,master of puppets,3.0,1.0,0.0,0.0
137114,carrollton,8.0,3.0,0.0,0.0
137332,the power of prayer,3.0,5.0,0.0,0.0
138675,san francisco,2.0,3.0,0.0,0.0
138840,blackbird,3.0,0.0,0.0,0.0
139804,paint it black,2.0,2.0,0.0,0.0
141304,hey,1.0,1.0,0.0,0.0
141936,speeding cars,2.0,0.0,0.0,0.0
142375,atlas,6.0,3.0,0.0,0.0
142805,you and me,2.0,3.0,0.0,0.0
143038,swear it again - radio edit,2.0,3.0,0.0,0.0
143614,sunflower,4.0,3.0,0.0,0.0
144197,since were alone,3.0,0.0,0.0,1.0
144379,9,1.0,0.0,0.0,0.0
144519,growing up,1.0,2.0,0.0,0.0
144753,eyes blue like the atlantic,1.0,1.0,0.0,0.0
145276,all i ask,1.0,2.0,0.0,0.0
145348,if i let you go - radio edit,3.0,3.0,0.0,0.0
145676,love like this,2.0,3.0,0.0,0.0
145677,hide and seek,5.0,4.0,0.0,0.0
145678,i was not born,0.0,0.0,0.0,0.0
145681,if you wanna be loved,1.0,1.0,0.0,0.0
145682,english rose,2.0,2.0,0.0,0.0
145683,on bended knee - robbieg remix,2.0,2.0,0.0,1.0
145684,diamonds in the mud,3.0,5.0,0.0,0.0
145685,american soul,2.0,2.0,0.0,0.0
145690,mandy,1.0,2.0,0.0,1.0
145691,rhiannon,0.0,1.0,0.0,0.0
145698,without fear,3.0,4.0,0.0,0.0
145699,stockholm syndrome,3.0,2.0,0.0,1.0
145701,the money,3.0,5.0,0.0,0.0
145702,red flag day,2.0,1.0,0.0,0.0
145703,it has begun,5.0,4.0,0.0,0.0
145704,the glory,8.0,6.0,0.0,0.0
145707,you give love a bad name,4.0,1.0,0.0,1.0
145710,fire away,2.0,0.0,0.0,0.0
145713,dancing under red skies,3.0,4.0,0.0,0.0
145718,gimme shelter,4.0,1.0,0.0,0.0
145719,you said,9.0,12.0,0.0,0.0
145723,touch and go,1.0,1.0,0.0,0.0
145724,hurt,3.0,1.0,0.0,1.0
145726,fools gold,3.0,1.0,0.0,0.0
145727,someone to hold,2.0,3.0,0.0,0.0
145728,molly malone,1.0,3.0,0.0,0.0
145729,the rocky road to dublin,5.0,3.0,0.0,0.0
145731,with or without you,1.0,1.0,0.0,1.0
145732,little lady,13.0,9.0,0.0,0.0
145734,where the streets have no name,2.0,0.0,0.0,1.0
145735,teardrop,0.0,0.0,0.0,0.0
145738,fire alarms,0.0,1.0,0.0,0.0
145739,black horse and the cherry tree,3.0,3.0,0.0,0.0
145740,whiskey in the jar,5.0,3.0,0.0,0.0
145743,the galway girl,3.0,0.0,0.0,0.0
145744,sunny,1.0,2.0,0.0,1.0
145748,letter to you,1.0,2.0,0.0,1.0
145750,girl almighty,0.0,2.0,0.0,0.0
145756,get out of your own way,2.0,3.0,0.0,0.0
145760,brown sugar,4.0,3.0,1.0,0.0
145761,gypsy,2.0,3.0,0.0,0.0
145764,cross your mind,3.0,2.0,0.0,0.0
145767,josslyn,5.0,3.0,0.0,0.0
145768,hitch hikin,0.0,4.0,0.0,0.0
145772,little dark age,2.0,2.0,0.0,0.0
145774,outgrown,2.0,2.0,0.0,0.0
145776,televised mind,1.0,1.0,1.0,0.0
145779,ill tell me ma,1.0,3.0,0.0,0.0
145784,when youre gone,1.0,1.0,0.0,0.0
145791,arabella,1.0,4.0,0.0,0.0
145794,after rain,3.0,4.0,0.0,0.0
145799,the revenant,5.0,2.0,0.0,0.0
145800,i dont belong,2.0,2.0,0.0,0.0
145804,every teardrop is a waterfall,6.0,2.0,0.0,0.0
145810,too young,5.0,6.0,0.0,0.0
145813,dear patience,3.0,6.0,0.0,0.0
145816,love thing,5.0,7.0,0.0,0.0
145822,change yr mind,1.0,0.0,0.0,0.0
145825,you raise me up,0.0,1.0,0.0,1.0
145829,if u cant dance,1.0,0.0,0.0,0.0
145833,crazy world,4.0,2.0,0.0,0.0
145838,backseat freestyle,3.0,7.0,0.0,0.0
145839,tucson train,0.0,6.0,0.0,1.0
145843,go deep,0.0,1.0,0.0,0.0
145844,head held high,6.0,7.0,0.0,0.0
145846,bullet the blue sky,3.0,2.0,0.0,0.0
145851,lights of home,1.0,3.0,0.0,0.0
145857,i dont know what love is,2.0,3.0,0.0,1.0
145861,we couldnt fake it,2.0,0.0,0.0,0.0
145863,hotstepper,4.0,4.0,0.0,0.0
145864,after all,0.0,3.0,0.0,1.0
145865,hurt nobody,2.0,1.0,0.0,0.0
145866,just like heaven,1.0,1.0,0.0,0.0
145870,outta my hair,1.0,3.0,0.0,0.0
145871,ghosts,3.0,5.0,0.0,0.0
145874,everything i need,1.0,3.0,0.0,0.0
145875,old school love,3.0,0.0,0.0,0.0
145877,yer so bad,3.0,0.0,0.0,1.0
145881,run it,3.0,8.0,1.0,0.0
145884,orinoco flow,2.0,0.0,0.0,1.0
145885,all of the stars,3.0,2.0,0.0,0.0
145889,the town i loved so well,6.0,6.0,0.0,0.0
145890,if i was the priest,2.0,5.0,0.0,0.0
145892,the little things that give you away,2.0,2.0,0.0,1.0
145895,other voices,0.0,0.0,0.0,0.0
145896,2 become 1,1.0,2.0,0.0,1.0
145907,if i build a home on the moon,1.0,3.0,0.0,1.0
145908,you make loving fun - 2004 remaster,1.0,4.0,0.0,0.0
145913,a closeness,4.0,9.0,0.0,1.0
145915,out of time,3.0,1.0,0.0,1.0
145916,listen to the man,3.0,3.0,0.0,0.0
145917,favourite ex,1.0,0.0,0.0,0.0
145919,from eden,6.0,5.0,0.0,0.0
145930,true love waits,4.0,0.0,0.0,1.0
145933,something borrowed - demo,2.0,4.0,0.0,0.0
145935,magnet,1.0,2.0,0.0,0.0
145936,you make me crazy,3.0,1.0,0.0,0.0
145939,living in america,3.0,3.0,0.0,0.0
145941,modern love,1.0,3.0,0.0,0.0
145942,this morning,7.0,2.0,0.0,1.0
145943,landlady,2.0,2.0,0.0,0.0
145949,haunted,7.0,3.0,0.0,0.0
145953,what about now,2.0,3.0,0.0,1.0
145956,dinner & diatribes,2.0,1.0,0.0,0.0
145958,get out my head,2.0,1.0,0.0,0.0
145962,one minute youre here,1.0,3.0,0.0,0.0
145966,bend the rules,2.0,3.0,0.0,0.0
145968,raglan road,7.0,3.0,0.0,0.0
145972,as it was,2.0,3.0,0.0,1.0
145974,comatose,5.0,3.0,0.0,0.0
145976,sinéad,2.0,1.0,0.0,1.0
145978,boxes,1.0,0.0,0.0,1.0
145980,accidentally in love,2.0,2.0,0.0,1.0
145981,smell like him,2.0,3.0,0.0,0.0
145982,victim of love,2.0,1.0,0.0,1.0
145985,the foggy dew,7.0,3.0,0.0,0.0
145986,what have you done,3.0,1.0,0.0,1.0
145988,arms of a stranger,1.0,1.0,0.0,1.0
145989,take care,7.0,5.0,0.0,1.0
145990,heal me,1.0,2.0,0.0,0.0
145994,all you had to do was stay,1.0,0.0,0.0,0.0
145997,black eyes,1.0,1.0,0.0,1.0
146000,move over,1.0,2.0,0.0,0.0
146003,the power,8.0,5.0,0.0,0.0
146005,more than just tonight,2.0,3.0,0.0,0.0
146007,saturday night divas,4.0,5.0,0.0,0.0
146009,dont forget where you belong,0.0,1.0,0.0,0.0
146014,heyday,1.0,1.0,0.0,0.0
146015,joxer goes to stuttgart,1.0,7.0,0.0,0.0
146016,please forgive me,3.0,3.0,0.0,0.0
146017,tonite,1.0,2.0,0.0,1.0
146021,lets be young,3.0,3.0,0.0,0.0
146023,edge of seventeen - 2016 remaster,1.0,3.0,0.0,0.0
146025,boys aint shit,3.0,4.0,0.0,0.0
146028,when you were sweet sixteen,0.0,1.0,0.0,1.0
146029,worst of you,2.0,4.0,0.0,0.0
146031,when youre looking like that - single remix,4.0,0.0,0.0,0.0
146032,coldest water,2.0,3.0,0.0,0.0
146033,life of the party,2.0,2.0,0.0,0.0
146036,the tide,1.0,3.0,0.0,1.0
146039,fortune favours the bold,0.0,2.0,0.0,0.0
146040,nothing compares 2 u,2.0,2.0,0.0,1.0
146043,feeling whitney,3.0,6.0,0.0,1.0
146046,gotta tell you,0.0,0.0,0.0,0.0
146047,i wanna feel,2.0,3.0,0.0,0.0
146049,bear claws,3.0,3.0,0.0,1.0
146052,find the water,1.0,2.0,0.0,0.0
146061,naughty list,0.0,1.0,0.0,0.0
146062,oh such a spring,0.0,1.0,0.0,0.0
146064,she believes in me,1.0,3.0,0.0,1.0
146065,otis,4.0,2.0,0.0,0.0
146066,new angel,0.0,4.0,0.0,1.0
146070,reflektor,2.0,2.0,0.0,0.0
146071,one tree hill,3.0,2.0,0.0,0.0
146072,boys dont cry,3.0,1.0,0.0,1.0
146074,saving grace,4.0,3.0,0.0,0.0
146075,world of our own,3.0,4.0,0.0,0.0
146076,trip through your wires,2.0,1.0,0.0,0.0
